"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         624,      -13.78819436,      -11.52627955,      -11.64159025,      -11.64676598,      -8.298561378
          0,           0,         625,      -13.56658599,      -11.28017603,      -11.15236412,      -11.44174846,      -8.075933428
          0,           0,         626,      -13.57610349,       -11.2276701,      -11.29671852,      -11.46353583,      -8.049387038
          0,           0,         627,      -13.45676299,      -11.10091149,      -11.45217569,      -11.44066245,      -7.912755925
          0,           0,         628,       -13.2857649,      -10.94405793,      -11.23349541,      -11.28681848,      -7.743114774
          0,           0,         629,      -13.13843569,      -10.78577426,       -11.1664885,      -11.18269734,      -7.592429735
          0,           0,         630,      -12.98566965,      -10.62139136,      -11.13084371,       -11.0481309,       -7.43694187
          0,           0,         631,      -12.90273126,      -10.58079623,      -11.06423356,      -10.99118006,      -7.374607102
          0,           0,         632,       -12.9013686,      -10.62005663,      -11.10004027,      -11.00275904,       -7.40393395
          0,           0,         633,      -12.95318139,      -10.71102876,      -11.16562807,      -11.08132313,      -7.489032251
          0,           0,         634,       -13.0253957,      -10.80581164,      -11.17918334,      -11.15221749,      -7.590507904
          0,           0,         635,      -13.11410236,      -10.90326028,      -11.17170382,      -11.22714455,      -7.692847278
          0,           0,         636,      -13.19874188,      -10.98592551,      -11.21168746,      -11.30314601,      -7.783740536
          0,           0,         637,      -13.29486644,      -11.08023134,      -11.41475791,      -11.38414997,      -7.885225629
          0,           0,         638,       -13.3700831,       -11.1229529,       -11.3061098,      -11.36405825,      -7.962302901
          0,           0,         639,      -13.45272079,      -11.14577441,      -11.49880787,      -11.50877144,      -8.044544008
          0,           0,         640,      -13.55677934,      -11.35205638,      -11.43364335,      -11.62856218,      -8.144904427
          0,           0,         641,      -13.62509958,      -11.40992018,      -11.55376177,      -11.65855715,       -8.22964648
          0,           0,         642,      -13.62952718,       -11.3825562,      -11.36591981,      -11.54139288,      -8.204368386
          0,           0,         643,      -13.52868545,      -11.40230322,      -11.06675039,      -11.36260513,      -8.079041483
          0,           0,         644,       -13.6439114,      -11.34394197,      -11.44407941,      -11.46030105,      -8.200921447
          0,           0,         645,      -13.68067149,      -11.44417983,      -11.35833311,      -11.52497117,      -8.243485147
          0,           0,         646,      -13.73961552,      -11.42001723,      -11.34211622,      -11.53199814,       -8.30149505
          0,           0,         647,      -13.82638368,      -11.51253587,      -11.57367121,      -11.70639359,      -8.386246267
          0,           0,         648,      -13.82363547,      -11.56446439,       -11.4636113,       -11.5199686,      -8.395995639
          0,           0,         649,      -13.88332944,      -11.52839002,       -11.5352634,       -11.6337604,      -8.452902274
          0,           0,         650,       -13.7959855,      -11.56190715,       -11.3599695,       -11.5277642,      -8.356886023
          0,           0,         651,       -13.6797667,      -11.51215578,      -11.18100789,      -11.38093764,      -8.224688583
          0,           0,         652,      -13.82008021,      -11.58338599,      -11.51213932,      -11.62052758,      -8.385150359
          0,           0,         653,       -13.8584038,      -11.45449129,      -11.48485235,      -11.62875792,      -8.424367183
          0,           0,         654,      -13.83719787,      -11.58388661,      -11.49432616,      -11.68785846,       -8.40139069
          0,           0,         655,      -13.84889094,      -11.65425354,      -11.53045504,      -11.47395006,      -8.404885957
          0,           0,         656,      -14.03567641,      -11.70230299,      -11.77154803,      -11.80699962,      -8.606672745
          0,           0,         657,      -13.78511449,      -11.45046728,      -11.41317907,      -11.63167131,      -8.347449667
          0,           0,         658,      -13.83685865,      -11.62649659,      -11.43150778,      -11.62837657,      -8.385786777
          0,           0,         659,       -13.8306341,      -11.52865392,      -11.66425316,      -11.74500915,      -8.401061485
          0,           0,         660,      -13.84697683,       -11.6622267,      -11.38147444,        -11.528412,      -8.401710216
          0,           0,         661,      -13.89359283,      -11.53038014,      -11.60412877,      -11.66332089,      -8.449689856
          0,           0,         662,      -13.77029542,      -11.48293172,      -11.49018619,      -11.60012545,       -8.32306799
          0,           0,         663,      -13.71984336,      -11.38937392,      -11.46847761,      -11.63225063,       -8.27433108
          0,           0,         664,       -13.7390618,       -11.4756518,      -11.30175712,      -11.57330812,      -8.276969945
          0,           0,         665,      -13.60125957,      -11.49595725,      -11.12853382,      -11.52491458,      -8.139178054
          0,           0,         666,      -13.75327852,      -11.58167082,      -11.33791202,      -11.54417427,      -8.306829817
          0,           0,         667,      -13.72416156,      -11.52892573,      -11.35253721,      -11.50921817,      -8.282630007
          0,           0,         668,      -13.86001106,      -11.54966176,      -11.57895858,       -11.6906149,       -8.43147062
          0,           0,         669,      -13.76738214,      -11.60713661,      -11.39785289,      -11.50253317,      -8.318721213
          0,           0,         670,       -13.7338339,      -11.55083957,      -11.51340085,      -11.49473215,      -8.292026562
          0,           0,         671,      -13.56899284,      -11.51303303,      -11.02793645,      -11.34871906,      -8.111097451
          0,           0,         672,      -13.85648287,      -11.45830062,      -11.46351426,      -11.59214109,       -8.40320712
          0,           0,         673,      -13.66803435,      -11.47464459,      -11.29016149,      -11.55816689,      -8.220527909
          0,           0,         674,      -13.93927184,      -11.53769881,      -11.53036614,      -11.74906112,      -8.488441086
          0,           0,         675,      -13.75336454,      -11.51590818,      -11.32031573,       -11.5904566,        -8.2953541
          0,           0,         676,      -13.76574073,      -11.48188223,      -11.51408887,      -11.51824784,       -8.31102208
          0,           0,         677,      -13.62460103,      -11.51569657,      -11.25594655,      -11.50037416,       -8.17059515
          0,           0,         678,      -13.83683752,      -11.51104493,      -11.41840732,      -11.63105217,      -8.410575538
